vehicle_id,node_idx,node_id,lat,lon,cumulative_distance_km,zone_id
1,47,10237,-23.499367396618357,-46.473125500144235,91.226,2
1,62,10827,-23.499367396618357,-46.473125500144235,93.223,2
1,70,8208,-23.515506,-46.48171049999999,94.197,2
1,5,2998,-23.523772565271575,-46.47854706155314,95.097,2
1,66,13718,-23.52654805689883,-46.470250561197986,95.923,2
1,9,3234,-23.532730842215358,-46.47473002631366,96.542,2
1,44,337,-23.528437244936224,-46.47859222807146,98.584,2
1,73,16878,-23.524813718016013,-46.49822728587911,100.436,2
1,25,7206,-23.54073636303304,-46.4928798141843,100.879,2
1,51,4745,-23.53909404662705,-46.48892073619365,103.15,2
1,15,5838,-23.553232941716196,-46.472838812727204,105.408,2
1,17,18657,-23.55366239523337,-46.4506999200761,105.408,2
1,48,2355,-23.55366239523337,-46.4506999200761,107.201,2
1,54,13348,-23.537607674158934,-46.44900617124475,107.201,2
1,41,10082,-23.537607674158934,-46.44900617124475,107.727,2
1,29,15502,-23.539675631138568,-46.44437114131387,107.727,2
1,58,7147,-23.539675631138568,-46.44437114131387,108.95,2
1,42,6244,-23.535711073547255,-46.433174851376286,109.688,2
9,0,depot,-23.551862,-46.767959,0.317,3
9,55,4134,-23.551639610479437,-46.764859155000345,0.745,3
9,49,15916,-23.54780870664772,-46.76524741316207,2.316,3
9,28,17929,-23.548093596716548,-46.78065511809683,5.459,3
9,47,3459,-23.527748663310227,-46.802069511945206,6.804,3
9,41,12057,-23.51572635804139,-46.800614616260184,8.195,3
9,5,16655,-23.504143308525272,-46.80575231072775,9.436,3
9,58,5947,-23.49652223430834,-46.79686039269302,11.536,3
9,74,3444,-23.500308274900522,-46.77668131034647,12.474,3
9,64,2275,-23.49931402937304,-46.76754974911981,14.9,3
9,34,3512,-23.509647981958324,-46.78850494829349,15.844,3
9,40,11786,-23.516433943101177,-46.78294134952043,17.42,3
9,62,6757,-23.525449752986297,-46.771011220641746,18.964,3
9,52,18410,-23.53583900522279,-46.760974211009746,22.516,3
9,56,10641,-23.530663706921843,-46.72659391479598,25.493,3
9,10,5982,-23.552592915344245,-46.74335303800004,27.984,3
9,16,18558,-23.57029211157596,-46.72837217485142,30.329,3
9,36,9561,-23.587998359974627,-46.74086722085809,32.466,3
9,3,17508,-23.589237486678353,-46.76179666444482,33.336,3
9,35,3944,-23.58604423355359,-46.7695886963616,35.23,3
9,54,15900,-23.594103513185964,-46.78596851762937,37.178,3
9,72,9762,-23.57942623767545,-46.77554394291231,39.385,3
9,19,4227,-23.55957485068379,-46.77575905150596,40.005,3
9,37,1862,-23.55780088675821,-46.76999067236991,41.485,3
9,4,12668,-23.55961464418031,-46.7556109941716,41.485,3
9,9,7799,-23.55961464418031,-46.7556109941716,41.485,3
9,18,3836,-23.55961464418031,-46.7556109941716,42.175,3
9,29,14761,-23.56485074715792,-46.75924564863176,43.327,3
9,11,4551,-23.57483498473655,-46.76227434483925,44.181,3
9,24,2131,-23.58244607918687,-46.76336268947403,44.766,3
9,69,4197,-23.586860527740978,-46.76648527553522,44.766,3
9,20,8407,-23.586860527740978,-46.76648527553522,46.486,3
9,12,9846,-23.593999583819027,-46.75150319663574,47.137,3
9,8,9054,-23.59441283513189,-46.757875363396,50.362,3
9,59,14983,-23.59662287793669,-46.78943079323671,50.362,3
9,67,8807,-23.59662287793669,-46.78943079323671,51.475,3
9,13,13155,-23.603828342229683,-46.79700527852153,52.267,3
9,6,18022,-23.59688585429047,-46.795232985573264,53.801,3
9,17,2608,-23.583730808500142,-46.79070435027977,55.02,3
9,42,6644,-23.57297189117152,-46.79301217659699,55.941,3
9,21,2013,-23.575649045999562,-46.80155392181534,56.717,3
9,63,5530,-23.578719279933942,-46.80839392743596,58.062,3
9,23,11906,-23.56698929058232,-46.81162587862104,59.086,3
9,45,9044,-23.557895128357476,-46.813187263845634,59.086,3
9,1,18562,-23.557895128357476,-46.813187263845634,60.828,3
9,39,5140,-23.542230926930625,-46.81346159318365,62.729,3
9,44,11718,-23.536161365543215,-46.79602109908249,64.542,3
9,57,14984,-23.55240339886872,-46.794454920624354,65.086,3
9,2,13730,-23.555422800464406,-46.79025990490693,66.36,3
9,25,14051,-23.548093596716548,-46.78065511809683,67.012,3
9,71,8027,-23.542756575076453,-46.778011050522174,68.575,3
9,75,13412,-23.530234227964232,-46.78498015696224,70.104,3
9,38,4691,-23.51654616980736,-46.78643239791725,72.025,3
9,14,12264,-23.503488109614057,-46.7987711273679,73.188,3
9,26,5424,-23.493128523067647,-46.79722321940412,76.291,3
9,68,5141,-23.49931402937304,-46.76754974911981,77.941,3
9,22,16212,-23.514079363378823,-46.76915582194592,77.941,3
9,27,17286,-23.514079363378823,-46.76915582194592,80.517,3
9,70,14392,-23.51348634387446,-46.74390115652956,82.179,3
